id,-2,-1,0,1
0,0.9955283,0.000144479,0.000420385,0.003906954
1,0.7661904,0.001941822,0.011471524,0.22039631
2,0.99890006,0.000121119,0.000201156,0.000777622
3,0.99818134,0.000105929,0.000354912,0.001357849
4,0.049685486,0.45070675,0.44706905,0.052538745
5,0.92985266,0.000153484,0.001959167,0.06803462
6,0.014095036,0.15932599,0.6967135,0.12986556
7,0.8679311,0.001961188,0.012422001,0.117685705
8,0.9478676,0.032320984,0.007483187,0.012328297
9,0.98946023,0.00083766,0.001205836,0.008496244
10,0.9322133,0.017111305,0.031289674,0.019385701
11,0.000504438,6.11E-05,0.001026768,0.99840766
12,0.9992046,6.89E-05,0.000148196,0.000578271
13,0.8908208,0.000503966,0.003261953,0.105413295
14,0.14062542,0.000364593,0.006369647,0.85264033
15,0.99679106,0.000143765,0.000456356,0.002608806
16,0.99661,0.000167898,0.000322408,0.002899711
17,0.96852475,0.000376686,0.001867064,0.029231464
18,0.99767476,0.000102353,0.000215184,0.002007663
19,0.017547725,0.000214692,0.012602676,0.9696349
20,0.37807617,0.000486718,0.018573327,0.60286385
21,0.47958958,0.001223613,0.008072401,0.5111144
22,0.9986732,8.88E-05,0.000163527,0.001074435
23,0.001168805,0.000124672,0.007545295,0.9911612
24,0.14408506,0.000359742,0.009577967,0.84597725
25,0.003118792,0.0001007,0.002192329,0.99458814
26,0.2947129,0.005624614,0.033073016,0.6665895
27,0.97908425,0.000305154,0.001133072,0.01947744
28,0.9986951,0.000224138,0.000315851,0.000764892
29,0.74602664,0.000240535,0.007126495,0.2466063
30,0.74043053,0.000980686,0.007275004,0.25131372
31,0.8907087,0.008968974,0.01763779,0.08268454
32,0.9936428,0.000139789,0.000397437,0.005819902
33,0.991088,0.00014779,0.000542968,0.008221286
34,0.9730175,0.000548577,0.003113953,0.023320027
35,0.99928373,5.93E-05,0.000102809,0.000554239
36,0.17737047,0.001619696,0.027133433,0.7938764
37,0.12001589,0.000522279,0.009820816,0.86964107
38,0.8668976,0.000874316,0.00591607,0.12631205
39,0.3460998,0.40986001,0.21644801,0.02759215
40,0.9849376,8.66E-05,0.000477259,0.014498508
41,0.003345857,0.000195537,0.002708562,0.99375004
42,0.9991974,8.76E-05,0.000126677,0.000588214
43,0.00619018,0.000161126,0.000994656,0.99265397
44,0.010756163,0.18445136,0.67683405,0.12795845
45,0.9578924,0.003023637,0.002509056,0.03657484
46,0.031412907,0.016796924,0.36620894,0.5855812
47,0.88645416,0.000565165,0.007921392,0.105059266
48,0.16264331,0.000435347,0.006458669,0.83046263
49,0.26325652,0.003935761,0.04953756,0.68327016
50,0.006724642,0.000169022,0.001105662,0.9920006
51,0.9971801,0.00010297,0.000314341,0.00240265
52,0.001521733,0.000177703,0.001763455,0.9965372
53,0.004758521,0.000173974,0.001095458,0.993972
54,0.9933955,0.000428241,0.000669173,0.005507113
55,0.9983077,0.00011075,0.000265461,0.001316066
56,0.7286468,0.001213683,0.004249681,0.2658898
57,0.9969375,0.000115581,0.000280592,0.002666263
